ulasan,rating,tangibles,reliability,emphaty,assurance,kategori,sentiment,polaritas
bagian banyak alat kuliah tidak baik mana kursi rusak proyektor masalah kegiatan kuliah kadang ganggu lambat harus mencari proyektor lanjut kuliah,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-3,negative
lalu laboratorium minim kursi mana mahasiswa harus ambil kursi ruang lain kursi berbeda mahasiswa,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-25,negative
toilet bau tidak sedap mana toilet kurang bersih,1,1,0,0,0,tangibles,-12,negative
penjelasan materi kuliah dosen susah materi mahasiswa kesusahan menerima pelajaran bosan dengar materi bawa materi kurang menarik perhatian,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",2,positive
akademik fasilkom-ti bilang kurang mengalami kemunduran ajar daring membuat sistem kbm tidak kurang efektif,1,0,1,1,1,"reliability, emphaty, assurance",-19,negative
zin melaksanakan kegiatan offline,1,0,0,0,0,umum,0,netral
bobot materi kurang tidak sesuai tugas,1,0,0,0,1,assurance,-5,negative
dosen tugas tidak sesuai sop deadline tidak sesuai pengumpulan lebih cepat deadline,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",0,netral
lingkungan tidak baik ruang kelas kurang nyaman toilet tidak bersih membuat mahasiswa merasa tidak nyaman berada lingkungan kampus,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-14,negative
kondisi ruang kuliah enak ajar mana ruang kuliah milik ac menunjang kenyamanan melaksanakan kuliah,5,1,1,0,1,"tangibles, reliability, assurance",-2,negative
laboratorium kondisi bagus mana tersedia komputer spesifikasi bagus menunjang kuliah,5,0,0,0,0,umum,4,positive
dosen materi baik mana dosen milik pengetahuan lengkap materi terima lengkap,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",14,positive
dosen modul isi tentang materi bahasa mudah erti lengkap sesuai penjelasan kuliah mahasiswa ulang materi tempat baik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",14,positive
dosen datang mahasiswa antusias mengikuti kuliah baik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",6,positive
ruang kelas bagus toilet rapi,4,1,1,0,1,"tangibles, reliability, assurance",-4,negative
keramik ruang kelas bagus bagus,4,1,1,0,1,"tangibles, reliability, assurance",-5,negative
ruang lab bagus,4,1,1,0,1,"tangibles, reliability, assurance",-3,negative
materi dosen memuaskan,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",5,positive
dosen baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
mushola shalat nyaman rapi,4,0,0,0,0,umum,11,positive
tempat parkir tertata rapi,4,0,0,0,0,umum,3,positive
proyektor kelas bagus,4,1,0,0,0,tangibles,-2,negative
kursi kelas bagus,4,1,0,0,0,tangibles,-2,negative
dingin ruang bagus dingin,4,1,1,0,1,"tangibles, reliability, assurance",5,positive
lantai bersih,4,1,0,0,0,tangibles,0,netral
tempat duduk mana bagus,4,0,0,0,0,umum,-2,negative
terima kasih,4,0,0,0,0,umum,4,positive
nilai kampus fasilkom-ti usu segi aspek ruang kelas memuaskan,1,1,1,0,1,"tangibles, reliability, assurance",-8,negative
ruang kelas memikiki masalah,1,1,1,0,1,"tangibles, reliability, assurance",-13,negative
contoh proyektor tidak nyala lantai keramik retak lain,1,0,0,0,0,umum,-11,negative
kurang kenyamanan mahasiswa dosen ajar,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-6,negative
laboratorium komputer komputer tidak,1,0,0,0,0,umum,5,positive
tidak mouse keyboard lain,1,0,0,0,0,umum,-4,negative
dapat aspek tangible fasilitas lengkap,4,1,1,0,1,"tangibles, reliability, assurance",1,positive
tersedia colok laptop wifi sering terjadi ganggu jaringan proyektor kadang masalah lab fasilitas lengkap tersedia wifi lan jg colok laptop,4,1,1,0,1,"tangibles, reliability, assurance",20,positive
materi kes terburu buru mahasiswa kurang memahami materi modul lengkap isi penjelasan materi,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",1,positive
baik,4,1,1,0,1,"tangibles, reliability, assurance",3,positive
tanggap,4,0,0,0,0,umum,3,positive
empathy baik,4,1,1,0,1,"tangibles, reliability, assurance",3,positive
aspek sayaa ruang kuliah fasilkom ti udah ok bangett,4,1,1,0,1,"tangibles, reliability, assurance",-7,negative
arsitektur ruang bagus suka ruang luas acnya banyak dingin,4,1,1,0,1,"tangibles, reliability, assurance",7,positive
aspek dosen ramah baik seru menilai keaktifan lagi sepertinya sibuk sulit temu staf akademik ramah urus kepentingan akademik sepertinya mudah,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",18,positive
aspek rasa baik,4,1,1,0,1,"tangibles, reliability, assurance",-4,negative
aspek empathy lumayan,4,0,0,0,0,umum,-4,negative
kuliah fasilkom-ti tidak puas kecewa urus berkas mahasiswa staf fakultas,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-2,negative
membuat tidak puas staf terkadang tidak ramah mahasiswa urus berkas,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-4,negative
sampai marah,1,0,0,0,0,umum,-1,negative
mahasiswa tentang berkas tidak responsif jawab tidak ramah tidak memberi jawaban butuh mahasiswa mahasiswa kesulitan urus berkas,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-7,negative
tentang berkas bilang pakai asa usu tidak jelas mahasiswa bingung maka,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
ruang kuliah sebenarnya baik,2,1,1,0,1,"tangibles, reliability, assurance",3,positive
kelas perlu perhati tempat lantai kelas hancur bangku rusak serta ac tidak dingin,2,1,0,0,0,tangibles,-9,negative
lab sendiri cenderung kecil perlu perhati kondisi jaringan wifi tidak stabil serta papan tulis perlu baik ganti,2,1,1,0,1,"tangibles, reliability, assurance",4,positive
toilet sendiri bersih toilet tidak pakai kunci perlu sedia sabun cuci tangan wastafel serta perbaikan pintu sulit buka,2,1,0,0,0,tangibles,13,positive
tempat ibadah nyaman alat ibadah mungkin tambah lagi,2,0,0,0,0,umum,6,positive
tenaga pengajar fasilkom ti ajar baik materi mudah erti hanya saja dosen jarang masuk kelas harus ganti kelas online,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-3,negative
modul isi materi susun baik paham lumayan sulit kualitas layanan,2,1,1,0,1,"tangibles, reliability, assurance",13,positive
urus berkas mahasiswa staf kurang baik sulit urus berkas administrasi masalah karna harus bagi biro lida,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-12,negative
staf trama tu sepertinya kurang ramah karan urus administrasi kemarin kurang memuaskan tidak menunjukkan senyum sama sekali,2,1,1,0,1,"tangibles, reliability, assurance",-11,negative
bimbingan dosen pa hanya dar saja,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-13,negative
blm bimbingan dosen pa bimbingan tugas,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-10,negative
fakultas mungkin tingkat kepedulian mahasiswa membantu mahasiswa kesulitan bidang akademik membantu mahasiswa kurang mampu,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
kepentingan fakultas perhati kepentingan mahasiswa harus tingkat serta monitor mahasiswa melalui dosen pa harus perhati agar mahasiswa kualitas belajar baik,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",11,positive
serta harus lebih banyk wadah tampung aspirasi siswa bidang minat bakat agar arah salur baik,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",10,positive
nilai banyak harus baik lab infokusnya tidak fungsi ac rusak lampu tidak menyala baik kamar mandi perempuan layak hanya satu sisa rusak lampu mati kelas ac kurang dingin stop kontak rusak,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",22,positive
dosen dosen suka hilang kabar saat kelas sebentar lagi dimulai,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-1,negative
kadang infokus kelas sering kali tidak fungsi baik kira kira saja nilai,1,1,1,0,1,"tangibles, reliability, assurance",10,positive
fasilitas sedia fasilkom-ti kurang,1,1,1,0,1,"tangibles, reliability, assurance",-3,negative
ruang kelas ac kadang panas lalu kursi sedia tidak nyaman kurang layak pakai lalu lantai keluar air tidak tahu darimana asal bahaya orang lain,1,1,1,0,1,"tangibles, reliability, assurance",-19,negative
lalu toilet bola lampu banyak tidak nyala gelap wastafel toilet jugak rusak tidak sedia sabun cuci tangan,1,1,0,0,0,tangibles,6,positive
musholla tidak menyediakan kipas angin sajadah kotor,1,0,0,0,0,umum,-7,negative
fasilitas penunjang akademik pihak kampus mencukupi fasilitas fisik lantai parkir dll kurang pada,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
andal dosen staff kurang banyak dosen tidak abar tidak masuk,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",2,positive
laku mahasiswa kurang enak sikap tanggap cenderung lambat,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-4,negative
paham kepentingan mahasiswa cenderung lambat,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",4,positive
ruang ibadah kurang pada sejadah muka sedikit kasar serta mukena kurang,1,1,1,0,1,"tangibles, reliability, assurance",7,positive
fasilkom ti milik ruang kuliah kurang bersih lantai tidak layak toilet bau serta lab bilang kurang bersih banyak debu,1,1,1,0,1,"tangibles, reliability, assurance",-14,negative
matkul tidak baik rinci dosen,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-3,negative
dosen sering lambat masuk lebih 15 menit,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",2,positive
jaringan internet kurang andal,1,0,0,0,0,umum,-5,negative
proyektor serta kabel kadang sering masalah menghambat kegiatan kek aja,1,0,0,0,0,umum,5,positive
mahasiswa masalah kadang tidak duli kes tidak baik,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-5,negative
nilai fasilitas dapatkan baik ruang kelas nyaman bersih toilet bersih sayang fasilitas tempat ibadah minim andal dosen staf baik laku mahasiswa kurang baik bimbingan dosen pembimbing akademik tidak laksana,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",16,positive
pihak fakultas ayom mahasiswa baik mengalama kendala kuliah,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",1,positive
sikap tanggap kurang fakultas mahasiswa keringanan biaya,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",4,positive
kepentingan mahasiswa baik,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",8,positive
ruang kuliah pada bagi jam kelas merata,5,1,1,0,1,"tangibles, reliability, assurance",-9,negative
dosen staff memberi kabar,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",4,positive
materi terang dosen mudah paham,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",6,positive
urus berkas cepat tanggap keluhan mahasiswa tampung,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",1,positive
mahasiswa kesulitan mau membantu,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",5,positive
fasilitas pada parkir sedia tampung kendara mahasiswa,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",1,positive
fakultas membantu mahasiswa kekurangan segi ekonomi,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",-3,negative
fakultas menyediakan sarana kembang minat bakat mahasiswa,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",13,positive
ruang kuliah fasilkom ti nyaman dingin hihi bersih jadi semangat belajar ruang solat bersih nyaman ruang laboratorium nyaman aslab enak kali ngajak seru sama adek-adek aslab terdebest la laboratorium layak jadi tempat belajar lab stop kontak tidak nyala toilet bersi krna bersih pagi bersih wangi hihi jalan menuju toilet ud ujan basah dosen jelas materi asik tidak langsung meminta murid lebih banya belajar mandiri emang la perbedaan pelajar banding mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",32,positive
milik banyak kekurangan meskipun aspek krusial menjalani kuliah,1,1,0,0,0,tangibles,-2,negative
jadwal dadak ubah pemberitahuan membuat mahasiswa contoh rumah jauh tidak mengikuti kuliah,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-3,negative
lalu kelas harus ganti tunda menumpuk semester membuat kesibukan harus tanggung mahasiswa,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-13,negative
belum lagi ajar ada tengah malam tidak efektif bagi mahasiswa,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",7,positive
dapat fasilkom ti milik fasilitas mumpuni mulai ruang kelas bersih alat prasarana baik laboratorium layak pakai jaringan internet kencang,5,1,1,0,1,"tangibles, reliability, assurance",7,positive
dosen pengajar tugas baik materi rinci serta perhati mahasiswa menerima baik tidak,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",13,positive
materi berguna bagi mahasiswa depan,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",7,positive
fasilitas toilet bagus rutin dibersikan,5,1,1,0,1,"tangibles, reliability, assurance",4,positive
tata usaha mau membamtu mahasiswa kesulitan masalah administrasi data data,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",-7,negative
fasilitas sendiri hubung nama teknologi pasti berkaitan erat internet,4,1,1,0,1,"tangibles, reliability, assurance",6,positive
fasilitas wifi fasilkom sendiri sanagt amat kurang pada artian lambat,4,1,1,0,1,"tangibles, reliability, assurance",8,positive
parking area becek tanah tidak padat,4,0,0,0,0,umum,-4,negative
spot tempat duduk kurang banyak,4,1,0,0,0,tangibles,-10,negative
dosen memang dosen tidak bidang kadang tidak jelas materi diskusi,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",6,positive
butuh tempat buang bab hewan kucing,4,0,0,0,0,umum,-13,negative
terjadi kali kotoran kucing area fasilkom,4,1,0,0,0,tangibles,-2,negative
ruang kuliah nyaman bersih dingin lab nyaman keren toilet bersih nyamaan ruang ibadah luas berrsihhh,4,1,1,0,1,"tangibles, reliability, assurance",10,positive
jelass bermanfaat membantu sekali dosen disiplin lumayan memuaskan membantu,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",21,positive
layanan terbaik cepat mudah berkas mahasiswa santunan ramah sopan mengharfgai satu sama lain bimbingan dosen sebagai motivasi membantu mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",24,positive
membantu mahasiswa layanan baik membantu satu sama lain,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",16,positive
membantu memahami kepentingan kesulitan mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",8,positive
kuliah fasilkom ti fasilitas kurng pada termasuk musolla kemudia dosen dosen kadang suka membuat jadwal sendiri paksa harus ganti serta para staf yabg kurang ramah membuat segan urus administrasi fasilkom tempat parkir kurang luas sebenarnya kurang gitu pintu pintu fasilkom banyak tutup tidak mem cepat akses si ruang lab tidak efektifitas termasuk alat lab,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-20,negative
rasa fakultas lumayan buruk banyak mekiliki kekurangan membuat mahasiswa kurang nyaman proses ajar,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-10,negative
contoh tempat ibadah mushola laki laki tidak pada solat fakultas sebelah masjid fakultas kedoktetan gigi,1,1,1,0,0,"tangibles, reliability",4,positive
toilet,1,1,0,0,0,tangibles,0,netral
toilet letak lantai milik aroma kurang sedap toilet susah siram batas ember mau pun air terkadang tidak,1,1,0,0,0,tangibles,-9,negative
dpaat membuat mahasiswa kurang nyaman selesai hajat,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-3,negative
dosen sering telat datang kampus mahasiswa harus menunggu lama mahasiswa lambat tidak kenan masuk ruang kuliah,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-24,negative
fasilitas bagus tp butuh lengkap toilet perempuan baik westafel lampu dsb,1,1,1,0,1,"tangibles, reliability, assurance",10,positive
tidak kantin fakultas para mahasiswa tidak bawa bekal harus membeli fkg utk makan siang,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",7,positive
tempat ibadah tidak sedia utk mahasiswa kristen ibadah kelas gereja gema dsb,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-1,negative
utk mahasiswa islam ibadah masjid fkg andal dosen kurang dosen ngajarnya asik ngajar cmn membaca ppt ga pake ppt samsek,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",21,positive
ruang kuliah du fasilkom ti pada lengkap pake ac alat ajar pada lab fasilitas komputer toilet bersih karna cs mem sih,5,1,1,0,1,"tangibles, reliability, assurance",-7,negative
kuliah menurur efektif tambah materi bawa tidak membosankan para staff dosen ramah membuat senang fasilkom fakultas membantu mahasiswa kembang bakat baik seni olahraga skill,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",41,positive
kumuh tidak terawat banyak rongsokan tumpuk keramik banyak pecah ac terkadang tidak fungsi baik sekali fungsi bocor fasilitas monitor lab tidak harap toilet gelap tidak lampu tidak sabun cuci tangan barang serak belakang membuat tidak nyaman tidak enak kantin tidak harus pergi fakultas sebelah bersih kurang gedung karna kucing biar masuk lebih ekstra awat tempat sampah posisi luar bertumpuk biar saja pulang lebih baik tempat sampah bersih lagi posisi dalam,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-40,negative
fasilitas bagus laboratorium lengkap kelas bersih banyak tempat duduk fakultas,4,1,1,0,1,"tangibles, reliability, assurance",-4,negative
dosen memuaskan karna banyak dosen ngajar mudah mengerti,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",14,positive
laku mahasiswa memuaskan data mahasiswa berita,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",-3,negative
fakultas info event seminar tentang ilmu komputer menanambah wawas,4,1,1,0,0,"tangibles, reliability",0,netral
fakultas utama giat menambah wawas serta nilai akademik mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",10,positive
fasilitas fakultas ilmu komputer teknologi informasi dapatkan kurang memuaskan bagi,2,1,1,0,1,"tangibles, reliability, assurance",4,positive
segi bersih rasa kurang toilet,2,1,0,0,0,tangibles,-9,negative
kadang hewan pelihara kucing liar membuat bersih kurang maksimal,2,1,0,0,0,tangibles,1,positive
fasilitas toilet tidak baik,2,1,1,0,1,"tangibles, reliability, assurance",-1,negative
ruang kuliah proyektor kadang masalah,2,1,1,0,1,"tangibles, reliability, assurance",-5,negative
pelayanan staf kurang ramah membuat mahasiswa urus berkas penting jadi takut,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",1,positive
kadang-kadang masuk kelas dosen hadir tidak,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-8,negative
fasilitas kampus tetap kurang tidak maju kuliatas komputer lab tidak terlalu bagus,2,1,1,0,1,"tangibles, reliability, assurance",7,positive
mas banyak kekurangan tidak ekspektasi,2,1,0,0,0,tangibles,0,netral
laku mahasiswa mas kurang,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-3,negative
moga depan lebih bagus lagi,2,0,0,0,0,umum,0,netral
banyak harus kembang lagi melihat fasilkom ti termasuk salah satu jurus favorit universitas sumatera utara,2,1,0,1,1,"tangibles, emphaty, assurance",-4,negative
banyak harap siswa fasilkom ti agar lebih kembang depan,2,1,0,0,1,"tangibles, assurance",9,positive
fisik kampus mas kekurangan,2,0,1,0,0,reliability,-3,negative
halo salah satu mahasiswa fasilkom ti bagus enak pakai fakultas ilmu komputer twknologi informiasi suka ruang kelas can kekurqngan bersih,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",5,positive
ruang toilet bagus dosen menarik mahasiswa ramah mahasiswa membantu satu sama lain jadi simpul fakuktas layak pakai banyak mahasiswa masuk le fakultas ilmu komputer twknologoi informasi terima kasih atas,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",25,positive
bagi sendiri fasilitas pelayanan dapatkan fasilkom-ti memuaskan,5,1,1,0,1,"tangibles, reliability, assurance",11,positive
mulai ruang kuliah luas ac serta proyektor dukung proses ajar jalan sesuai harap,5,1,1,0,1,"tangibles, reliability, assurance",14,positive
petugas bersih ramah tugas,5,1,0,0,0,tangibles,0,netral
pelayanan staf akademik baik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",6,positive
dosen ajar mata kuliah menyampaikan materi baik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",6,positive
tersedia laboratorium tempat mahasiswa selesai mata kuliah butuh,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",-7,negative
fasilitas fakultas kurang pada toilet gedung lantai lampu tidak menyala menyala hanya toilet tidak bersih ruang laboratorium debu tidak terawat wifi tidak jalan lancar butuh laboratorium,3,1,1,0,1,"tangibles, reliability, assurance",-22,negative
dosen staff akademik baik dosen tidak modul pelajaran mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",5,positive
laku mahasiswa baik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
sikap tanggap baik,3,1,1,0,1,"tangibles, reliability, assurance",8,positive
paham kepentingan mahasiswa sudak baik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",8,positive
layanan akdemik fasilkom-ti usu mash kurang dapat karena kurang tenaga dosen pengajar mahasiswa harus lebih ekstra belajar pribadi,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-6,negative
fasilitas lab mash tidak jalan dgn sempurna,2,1,1,0,1,"tangibles, reliability, assurance",5,positive
lingkungan fasilkom ti mash tidak nyaman mana kotoran kucing sebab lingkungan bau,2,1,0,0,1,"tangibles, assurance",-4,negative
kelas bagus karena proyektor ac semua jalan lancar,2,1,0,0,0,tangibles,-7,negative
aspek fasilitas kampus banyak fasilitas pada sulit mengimbangi ilkom ti dosen dosen kompeten oknum perilaku mahasiswa baik nama rasisme tidak mudah musnah negara info fakultas cepat terkadang sikap tanggap fakultas sedikit kurang meng-enakan kadang urus lama walau tidak perlu,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-17,negative
paham mahasiswa kurang fakultas memanage mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-3,negative
aspek fasilitas banyak bagi mahasiswa mahasiswa ilmu komputer teknologi informasi terkadang ketidakseimbangan dua prodi aspek banyak dosen kompeten oknum dosen sedikit berbeda dosen laku mahasiswa baik buruk rasisme negara sulit rang tanggap fakultas informasi tidak telat,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",2,positive
menyadari fasilkom-ti berkaitan erat teknologi perhati suhu ruang ruang milik ac baik,5,1,1,0,1,"tangibles, reliability, assurance",-1,negative
laboratorium milik perangkat komputer milik spesifikasi bagus praktikum,5,0,0,0,0,umum,2,positive
lantai milik toilet mungkin sepele tetap perhati fasilkom-ti,5,1,0,0,0,tangibles,7,positive
bersih rutin bersih tetap terjaga,5,1,0,0,0,tangibles,5,positive
kualitas ajar baik,5,1,1,0,1,"tangibles, reliability, assurance",8,positive
dosen milik ajar berbeda semua ajar friendly fleksibel mahasiswa tidak takut bertanya diskus dosen milik peran sebagai fasilitator,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",-8,negative
modul lengkap mudah paham,5,0,0,0,0,umum,6,positive
staf akademik ramah masyarakat fasilkom-ti,5,0,1,1,0,"reliability, emphaty",5,positive
dosen pembimbing akademik terbuka mahasiswa butuh fasilitas konseling,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",5,positive
pihak fakultas fasilkom-ti sering survei ada kuesioner membantu mahasiswa memenuhi butuh menunjang maju mahasiswa,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",-2,negative
hal terkait bidang non akademik olahraga seni hobi mahasiswa salur baik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",0,netral
semua civitas akademika fasilkom-ti ramah pandang status sosial ekonomi,5,0,0,0,0,umum,5,positive
ruang kuliah kurang gambar fakultas berkaitan it,1,1,1,0,1,"tangibles, reliability, assurance",-6,negative
kelas milik masalah proyektor tidak fungsi,1,1,0,0,0,tangibles,-7,negative
laboratorium milik kendala perangkat tidak hidup mengalami rusa tidak praktikum,1,0,0,0,0,umum,-3,negative
tidak semua toilet menyediakan sabun wastafel,1,1,0,0,0,tangibles,7,positive
khusus toilet lantai aroma terkadang kurang sedap,1,1,0,0,0,tangibles,-5,negative
dosen mengalami penurunan kualitas ajar,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",4,positive
dosen jarang masuk hanya tugas,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-7,negative
peran dosen sebagai fasilitator kurang,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-8,negative
lambat dosen memasuki kelas bukan langka,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",4,positive
pertemuan dosen aju undur 15-30 menit alas kurang profesional sempat,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-4,negative
dosen milik wawas pengetahuan bagus kurang sampai sebar pengetahuan mahasiswa,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",6,positive
wifinya gk lancar lannya susah bangkynya bangak goyang kurang baik sij,3,1,1,0,1,"tangibles, reliability, assurance",-18,negative
gedung makin baik dah,3,1,1,0,1,"tangibles, reliability, assurance",2,positive
sekaranh pintu banyak gk lancar lantai banyak retak lantai atas banyak tidak bersih,3,1,0,0,0,tangibles,-4,negative
gerbang sebelah kiri tidak buka,3,0,0,0,0,umum,-10,negative
kekurangan kantin nih,3,0,0,0,0,umum,-7,negative
smoga makin baik tidak baca gk masalah dah terima kasih moga makin baik stelah baik,3,1,1,0,1,"tangibles, reliability, assurance",16,positive
sekaranh pintu banyak gk lancar lantai banyak retak lantai atas banyak tidak bersih,3,1,0,0,0,tangibles,-4,negative
gerbang sebelah kiri tidak buka,3,0,0,0,0,umum,-10,negative
kekurangan kantin nih,3,0,0,0,0,umum,-7,negative
smoga makin baik tidak baca gk masalah dah terima kasih moga makin baik stelah baik,3,1,1,0,1,"tangibles, reliability, assurance",16,positive
ruang kelas gedung mengalami masalah proyektor proyektor penting langsung kegiatan belajar ajar,1,1,1,0,1,"tangibles, reliability, assurance",3,positive
stok cok sambung kendala,1,0,0,0,0,umum,-8,negative
cok sambung butuh menyalakan proyektor,1,0,0,0,0,umum,-9,negative
lalu kamar mandi tidak sedia sabun kekurangan kamar mandi,1,0,0,0,0,umum,-2,negative
laboratorium terkadang alat laboratorium rusak tidak praktikan sebab kurang efisien kegiatan belajar praktikan laboratorium,1,0,0,0,0,umum,-7,negative
ruang kelas gedung fasilkom-ti nyaman ac menyala bagus kursi papan tulis bagus nyaman,5,1,1,0,1,"tangibles, reliability, assurance",5,positive
ruang kelas cantik bersih serta bagus,5,1,1,0,1,"tangibles, reliability, assurance",-3,negative
laboratorium milik perangkat spesifikasi tinggi praktikan nyaman mengikuti ajar,5,0,1,0,1,"reliability, assurance",10,positive
kamar mandi bersih sering bersih air jalan lancar,5,1,0,0,0,tangibles,6,positive
tempat parkir sedia luas terjaga para mahasiswa tidak perlu khawatir parkir kendara tempat parkir,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
aspek sayaa ruang kuliah fasilkom ti baguss banget ruang penuh kaca,4,1,1,0,1,"tangibles, reliability, assurance",-13,negative
bagian luaras cat,4,0,0,0,0,umum,-3,negative
arsitektur ruang bagus suka ruang luas acnya banyak dingin,4,1,1,0,1,"tangibles, reliability, assurance",7,positive
aspek dosen ramah baik seru menilai keaktifan lagi sepertinya sibuk sulit temu staf akademik ramah urus kepentingan akademik sepertinya mudah,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",18,positive
aspek rasa baik,4,1,1,0,1,"tangibles, reliability, assurance",-4,negative
aspek empathy baikk,4,0,0,0,0,umum,-5,negative
aspek fasilitas fisik kampus dapatkan fasilkom ti usu jauh kata memuaskan,3,1,1,0,1,"tangibles, reliability, assurance",-1,negative
ruang kuliah terkadang tidak dingin meja kursi kurang layak pakai papan tulis hitam,3,1,1,0,1,"tangibles, reliability, assurance",-15,negative
komputer laboratorium banyak tidak ruang laboratorium panas,3,1,1,0,1,"tangibles, reliability, assurance",2,positive
lampu toilet lama tidak hidup belum ganti,3,1,0,0,0,tangibles,-5,negative
wastafel tidak keluar air,3,0,0,0,0,umum,2,positive
lantai gelembung basah,3,0,0,0,0,umum,0,netral
