Timestamp,Berikan Penilaian/Feedback Anda Sesuai Petunjuk Yang Ada,Seberapa memuaskan layanan akademik Fasilkom-TI USU yang kamu terima (secara keseluruhan) ?
10/12/2022 19:04:35,"Menurut saya , Fasilkom ti sudah lah baik dalam berbagi aspek baik dalam fasilitas fisik kampus dimana ruang kuliah yang sudah memiliki AC setiap ruangannya dan proyektor sangat membantu siswa dam belajar dan keandalan dosen dalam menjelaskan materi yang mudah dipahami mahasiswa begitu juga staf yang memenuhi setiap kendala kendala yang ada di setiap masalah mahasiswa nya namun di beberapa aspek seperti sikap tanggap terhadap mahasiswa dari dosen maupun staf sama empathy yang terkadang tidak memumpuni kepada mahasiswanya",3
10/12/2022 19:06:07,"Anonim #3. Untuk aspek tangibles selama saya berkuliah sudah cukup baik, ruang kuliah yang memadai untuk proses belajar namun yang kurang hanya pada pendinginan beberapa ruang yang tidak terlalu memadai sehingga terasa panas dan kurang nyaman. Untuk laboratorium dan toilet juga sudah cukup baik dan terjaga kebersihannya. Terkait aspek reliability juga menurut saya sudah bisa dibilang baik dari pemberian materi dari dosen yang cukup dapat dipahami dan pemberian materi disertai praktik sehingga membuat saya dapat lebih memahami terkait materi tersebut. Ketika pengadaan elearning diberlakukan akses modul juga cukup mudah. Sedangkan terkait layanan pengurusan berkas sepertinya masih perlu ditingkatkan lagi karena terkadang ada beberapa berkas yang pengurusannya cukup lama dan tertunda contohnya ketika saya mengurus berkas kkm untuk program kampus merdeka, cukup sulit untuk mendapatkan berkas tersebut sampai berminggu-minggu namun berkasnya masih belum bisa didapatkan juga.",3
10/12/2022 19:07:12,"Untuk aspek tangibles sudah baik serta Keadaan ruangan dingin. Hanya untuk reability masih kurang di bagian colokan, karena ada yang tidak bisa sehingga sulit untuk mengecas laptop apabila low battery. Untuk toilet sudah bersih dan ruang ibadah juga bersih. Untuk aspek reliability sendiri sudah baik yaitu pemberian materi yang jelas dan mostly dosennya datang tepat waktu dan untuk modul juga tersedia di e-learning sehingga dapat lebih mudah diakses. Untuk aspek assurance sudah baik, stafnya juga ramah. Untuk aspek responsiveness serta aspek emphaty juga sudah baik. Overall semuanya sudah semakin baik dari sebelumnya.",3
10/12/2022 19:09:51,"Menurut saya, Fasilkom ti memberikan yang terbaik kepada mahasiswanya baik dalam fasilitas fisik kampus yang memenuhi standar yaitu AC disetiap ruangannya dan begitu juga proyektor yang sangat membantu dalam pembelajaran begitu juga keandalan dosen dan staf yang sangat baik baik dosen yang dapat menjelaskan materi perkuliahan yang mudah dipahami mahasiswa mahasiswanya dan staff yang menangani segala masalah-masalah mahasiswanya dengan baik begitu juga saat tetanggapan dan perilaku terhadap mahasiswanya baik dosen dan stafnya staff sangat melayani mahasiswanya dengan baik dan sopan begitu juga dengan dosen saat mahasiswanya bertanya di saat tidak mengetahui mata pelajaran tersebut",4
10/12/2022 19:12:14,"Secara materi, apa yang ditawarkan kampus kurang memuaskan, dan pembelian mushola sangat dibutuhkan, karena tidak jarang perkuliahan terhenti pada masa isom yang kebanyakan singkat. karena mahasiswa yang ingin beribadah dan makan siang saat ini sering kehabisan tenaga, karena akses kedua hal tersebut cukup rumit, mahasiswa harus keluar kampus untuk mendapatkan kedua hal tersebut. Karena pembagian kelas tidak merata, beberapa kelas memiliki proyektor yang bagus dan yang lainnya tidak berfungsi sama sekali. Ini mempersingkat waktu kuliah secara signifikan, karena mahasiswa sering kesulitan menggunakan proyektor daripada kuliah. Cukup dari segi kehandalan, ada beberapa guru yang kurang memuaskan baik dari segi penyampaian materi maupun ketepatan waktu kedatangan. Baik untuk saat ini dalam hal kepastian, maupun dalam hal daya tanggap dan empati.",3
10/12/2022 19:18:05,"Menurut penilaian saya , layanan yang diberikan oleh fasilkom-ti sudah cukup baik. Hal ini dapat saya katakan dikarenakan dari beberapa aspek yang saya rasakan selama melakukan aktivitas yang membutuhkan layanan di akademika fasilkom-ti. Walaupun menurut saya assurance, emphaty dan responsiveness sudah baik. Tetapi tangilebles yang kurang karena fasilkom terliat bagus luarnya, tetapi dalamnya tidak. Seperti kamar mandi yang jarang dikuras, lampu kamar mandi tidak ada, di koridor dekat kamar mandi sering becek-becek membuat keadaan kampus menjadi kotor. Untuk fasilitas kelas sudah cukup baik meskipun kadang ac nya tidak dingin, untung sekarang musim hujan jadi tidak apa-apa tidak memakai ac. Untuk aspek reability cukup baik karena dosen yang jarang masuk, dosen yang bilang tidak ada kelas tetapi mahasiswa sudah datang. Alhamdulillah sangat banyak pahala mahasiswa. Tetapi materi yang diajarkan tergantung mahasiswanya mengerti atau tidak.",4
10/12/2022 19:19:24,"Fasilitas kampus sangat memadai bagus dan juga sangat mumpuni untuk perkuliahan ataupun pembelajaran bagi mahasiswa
Dosen dan juga staf yang bekerja juga sangat disiplin serta ramah terhadap sesama dan juga ke orang asing
Perlakuan terhadap mahasiswa juga ramah baik, dan juga saling menghargai antar sesama
Sikap tanggap baik mahasiswa dosen yang juga staf sangat baik
Staf dan pegawai kampus juga sangat membantu dengan sangat baik untuk memfasilitasi mahasiswa
----------------------------------------------------------------------",3
10/12/2022 19:19:36,"Ruang kelas sudah bagus, walaupun keramik di kelas ada yang sudah pecah. Kursi yang ada di ruang kelas masih ada meja nya yang gak lurus. Toiletnya juga bagus walaupun masih ada wastafel nya yang masih ada yang rusak. Materi yang di berikan oleh bapak/ibu dosen sangat memuaskan. Ruang lab sudah bagus juga namun ada kelas dimana tidak ada proyektor jadi belajarnya melalui google meet. Kantin juga belum ada jadi kalau mau beli makanan harus ke kantin fkg. Mukenah yang ada di mushola masih sedikit. Terima kasih.",3
10/12/2022 19:21:28,Untuk ruangan kelas ada beberapa yang proyektor yang belum ada remote nya sehingga untuk menghidupkan nya harus pakai sapu atau dari hp. Untuk toilet juga terkadang kebersihan nya kuramg diperhatikan. Fasilitas ibadah kurang baik Belum ada masjid seperti fakultas fakultas lain. Sebagian dosen juga jarang masuk dan sulit mencari kelas penggantinya dan ada dosen yang masuk hanya sebentar padahal mata kuliah yang di ajarkan berbobot 3 sks. Untuk kursi juga ada beberapa yang kurang layak dipakai sepwrti busa nya sudah terbelah atau kayu nya yg sudah goyang. ,1
10/12/2022 19:24:35,"Fasilitas sudah bagus tetapi kurang kantin yang membuat semua ada fasilkom kesususahan kalau ingin mencari makanan dan akhirnya harus pergi ke kantin fkg serta kurangnya tenpat duduk untuk menunggu kelas selanjutnya yang membuat kami harus ke fkg untuk beriistirahat serta kamar mandi yang ada beberapa lampunya yang mati sehingga membuat kami harus menunggu gilaran untuk masuk karna hanya 1 lampu yang hidup ,setelah itu ada beberapa dosen yang jarang masuk dan mengabarkan belum masuk tanpa diberitahu sebelumnya kasian yg rumahny jauh.",2
10/12/2022 19:28:54,"Dosen yang menjelaskan sangat baik dalam menyampaikan materi. Fasilitas kampus seperti ruangan toilet cukup dijaga dengan baik. Civitas akademik juga baik dan ramah. Staf akademik juga cukup informatif ketika memberikan informasi tentang hal hal penting seperti infomasi acara acara,informasi undangan event,dan informasi tentang administrasi akademika.   Dosen juga selalu hadir tepat waktu dan menjelaskan materi perkuliahan sesuai dengan waktu yang ditentukan tidak korupsi waktu. Materi perkuliahan yang disampaikan dosen mudah untuk dipahami.",5
10/12/2022 19:34:56,"Keadaan dari Fasilkom-TI saat ini sudah sangat baik dari kondisi sebelumnya yang pernah saya rasakan, dimana keadaan kampus, baik akademik dan juga yang lainnya, seperti keadaan lingkungan pembelajaran. Dosen yang mengajar dengan baik, tidak ada sks yang terlupakan, dan jika terlupakan maka dosen membuat make-up class, dimana sama seperti pembelajaran biasa namun di jam luar kampus. Keadaan lingkungan yang dimaksud disini adalah bagaimana kondisi ruangan kelas, keadaan lab, da n aspek lainnya seperti parkiran dan toiler.",5
10/12/2022 19:36:12,"menurut saya untuk bagian tangibles, masih banyak peralatan untuk kuliah yang tidak baik dimana terdapat kursi yang rusak, dan juga proyektor yang bermasalah sehingga kegiatan kuliah kadang terganggu dan juga terlambat karena harus mencari proyektor yang bisa digunakan untuk melanjutkan perkuliahan. Lalu, untuk laboratorium, minim nya kursi dimana terdapat beberapa mahasiswa yang harus mengambil kursi dari ruangan lain ataupun kursi yang berbeda dengan mahasiswa lainnya. Untuk toilet, masih terdapat bau yang tidak sedap dimana juga toilet masih kurang bersih. Untuk penjelasan materi kuliah, terdapat beberapa dosen yang susah untuk menjelaskan materi sehingga mahasiswa kesusahan untuk menerima pelajaran dan juga bosan dalam mendengarkan materi karena pembawaan materi kurang menarik perhatian.",1
10/12/2022 19:39:42,"Keadaan akademik Fasilkom-TI masih terbilang kurang dari tahun sebelumnya, seperti mengalami kemunduran, dikarenakan adanya pembelajaran daring yang membuat sistem kbm tidak atau kurang efektif. zin untuk melaksanakan kegiatan offline. Selain daripada itu bobot materi yang diberikan masih kurang menurut saya, karena tidak sesuai dengan tugas yang diberikan. Bahkan beberapa dosen memberikan tugas tidak sesuai SOP, deadline yang tidak sesuai (pengumpulan lebih cepat dari deadline seharusnya). Keadaan lingkungan juga tidak baik, ruangan kelas yang kurang nyaman dan toilet yang tidak bersih, membuat mahasiswa merasa tidak nyaman saat berada di lingkungan kampus.",1
10/12/2022 19:43:30,"untuk kondisi ruang kuliah, enak untuk melakukan pembelajaran dimana ruang kuliah memiliki AC yang menunjang kenyamanan saat melaksanakan perkuliahan. Untuk laboratorium, kondisi nya juga bagus dimana tersedia komputer dengan spesifikasi yang bagus dan dapat menunjang perkuliahan. Untuk reliability, dosen dapat menjelaskan materi dengan baik dimana dosen memiliki pengetahuan yang lengkap sehingga materi yang diberikan dapat di terima secara lengkap juga. Dosen juga memberikan modul yang berisi tentang materi dengan bahasa yang mudah dimengerti dan juga lengkap sesuai dengan penjelasan yang diberikan saat perkuliahan berlangsung sehingga mahasiswa dapat mengulang materi secara keseluruhan di tempatnya masing-masing dengan baik. Dosen juga selalu datang tepat waktu sehingga mahasiswa juga antusias untuk mengikuti perkuliahan dengan baik.",5
10/12/2022 19:45:17,"Ruang kelas sudah bagus, toilet nya juga sudah rapi. Keramik di ruang kelas bagus bagus. Ruang lab nya sudah bagus. Materi yang diberikan dari bapak/ibu dosen sangat memuaskan. Bapak/ibu dosen sangat baik. Mushola untuk shalat sudah nyaman dan rapi. Tempat parkir sudah tertata rapi. Proyektor tiap kelas juga sudah bagus. Kursi yang ada tiap kelas juga sudah bagus. Pendingin ruangannya juga sudah bagus dan sudah dingin. Lantai juga pada bersih. Tempat duduk juga ada dimana mana dan bagus. Terima kasih.",4
10/12/2022 19:47:16,"Menurut penilaian saya selama berkampus di Fasilkom-TI USU dari segi aspek Tangibles, untuk ruangan kelas sudah memuaskan. Namun beberapa ruangan kelas masih memikiki beberapa masalah. Contohnya proyektor yang tidak bisa nyala, lantai keramik yang retak dan lain-lain. Hal ini dapat mengurangi kenyamanan mahasiswa/i dan dosen pada saat pembelajaran berlangsung. Untuk laboratorium komputer, beberapa komputer masih ada yang tidak bisa digunakan. Ada yang karena tidak ada mouse, keyboard dan lain-lain.",1
10/12/2022 19:51:17,"Menurut pendapat saya untuk aspek tangible, fasilitas yang diberikan cukup lengkap. Tersedia colokan laptop dan wifi namun sering terjadi gangguan jaringan, proyektor kadang bermasalah, untuk lab fasilitas cukup lengkap, tersedia wifi dan lan, jg colokan untuk laptop. Untuk reliability materi terkesan terburu buru sehingga mahasiswa masih kurang bisa memahami materi, modul yg diberikan lengkap berisi penjelasan materi. Untuk assurance sudah baik. Untuk responsiveness sudah tanggap. Untuk empathy sudah baik.",4
10/12/2022 19:51:38,"Dari aspek tangibles, menurut sayaa ruangan kuliah di fasilkom ti udah ok bangett. Arsitektur ruangannya bagus saya suka, terus ruangannya luas, acnya banyak jadinya dingin. Dari aspek reliability, beberapa dosen ya ramah, baik, seru, terus ya sangat menilai keaktifan, beberapa lagi sepertinya cukup sibuk dan cukup sulit ditemui, staf akademik ramah, untuk mengurus kepentingan akademik sepertinya cukup mudah. Dari aspek assurance, dan responsiveness rasa saya ya baik juga. Dari aspek empathy ya lumayan",4
10/12/2022 19:59:48,"Selama saya kuliah di fasilkom-TI ini, saya sangat tidak puas dan kecewa terhadap suatu hal yaitu pengurusan berkas mahasiswa oleh staf fakultas. Hal yang membuat saya tidak puas yaitu staf yang terkadang tidak ramah saat mahasiswa ingin mengurus berkas. Bahkan mereka sampai marah-marah. Saat mahasiswa menanyakan tentang berkas, mereka tidak responsif saat menjawabnya, sangat tidak ramah dan tidak memberi jawaban yang di butuhkan mahasiswa sehingga mahasiswa juga kesulitan dalam mengurus berkas. Saat ditanya tentang berkas mereka selalu bilang pakai asa usu tapi saat ditanya mereka selalu menjawab dengan tidak jelas sehingga mahasiswa bingung cara memakainya",1
10/12/2022 20:04:07,"Ruang kuliah sebenarnya sudah cukup baik. Tetapi untuk keadaan kelas perlu di perhatikan di beberapa tempat seperti keadaan lantai kelas yang sudah ada beberapa yang hancur dan keadaan bangku yang sudah rusak beberapa, serta keadaan AC yang tidak cukup dingin. Untuk lab sendiri cenderung kecil, tetapi yang perlu diperhatikan adalah kondisi jaringan wifi yang tidak stabil, serta keadaan papan tulis yang perlu diperbaiki atau diganti. Untuk toilet sendiri sudah cukup bersih tetapi ada beberapa toilet yang tidak bisa di pakai karena terkunci dan perlu ada penyediaan sabun cuci tangan di wastafel serta adanya perbaikan pada pintu yang sulit di buka. Tempat ibadah sudah cukup nyaman tapi untuk alat ibadah mungkin bisa ditambah kan lagi. Tenaga pengajar di Fasilkom TI mengajar dengan sangat baik, materi yang disampaikan mudah untuk dimengerti hanya saja ada beberapa dosen yang jarang masuk kelas sehingga harus digantikan dengan kelas online. Modul yang diberikan juga berisi materi yang tersusun dengan baik tetapi pemahaman nya lumayan sulit untuk kualitas layanan yang diberikan juga cukup. Pengurusan berkas mahasiswa oleh staf kurang baik, sulit untuk mengurus berkas administrasi jika bermasalah karna harus kebagian biro dan lida. Staf trama TU sepertinya kurang ramah karan dalam pengurusan administrasi kemarin dengan kurang memuaskan dan tidak menunjukkan senyum sama sekali. Bimbingan dengan dosen PA sejauh ini hanya dilakukan sekedarnya saja. Dan sejauh ini blm ada bimbingan dengan dosen PA mengenai bimbingan tugas akhir. Fakultas mungkin bisa meningkatkan kepedulian terhadap mahasiswa  yang membantu mahasiswa yang kesulitan dibidang akademik dan bisa membantu mahasiswa yang kurang mampu. Kepentingan fakultas memperhatikan kepentingan mahasiswa juga harus ditingkatkan serta memonitor mahasiswa melalui dosen pa juga harus di perhatikan kembali agar mahasiswa mendapatkan kualitas belajar yang baik. Serta harus ada lebih banyk wadah yang dapat menampung aspirasi siswa dalam bidang minat dan bakat agar dapat terarah dan tersalurkan dengan baik. ",2
10/12/2022 20:05:20,"menurut penilaian saya, masih banyak yang harus diperbaiki seperti lab ada yg infokusnya tidak berfungsi, ac nya rusak dan lampunya tidak menyala dengan baik, untuk kamar mandi perempuan yang layak digunakan hanya satu sisanya rusak dan lampunya mati, untuk kelas ada beberapa yang ac nya kurang dingin dan stop kontaknya rusak. untuk dosen ada beberapa dosen yang suka hilang kabar disaat kelas sebentar lagi dimulai. juga kadang infokus di kelas sering kali tidak berfungsi dengan baik kira kira begitu saja penilaian dari saya",1
10/12/2022 20:10:54,"menurut saya, fasilitas yang disediakan di Fasilkom-TI masih sangat kurang. Pertama dari ruangan kelas yg AC nya kadang panas, lalu kursi yang disediakan tidak nyaman dan kurang layak pakai, lalu lantai masih mengeluarkan air yang tidak tahu darimana asalnya sehingga dapat membahayakan orang lain. Lalu di toilet bola lampunya banyak yang tidak nyala sehingga gelap, wastafel di toilet jugak rusak dan tidak disediakan sabun cuci tangan. Musholla nya juga tidak menyediakan kipas angin dan sajadah nya juga agak kotor.",1
10/12/2022 20:16:27,"Menurut saya, fasilitas penunjang akademik yang diberikan pihak kampus sudah mencukupi, namun untuk fasilitas fisik seperti lantai, parkiran, dll masih kurang memadai. Keandalan dosen dan staff menurut saya masih kurang, karena masih banyak dosen yang tidak mengabari jika tidak masuk. Perlakuan pada mahasiswa yang kurang mengenakkan dan sikap tanggapnya cenderung lambat. pemahaman terhadap kepentingan mahasiswa cenderung diperlambat. Ruang ibadah yang kurang memadai karena sejadah yang permukaannya sedikit kasar serta mukena yang masih kurang.",1
10/12/2022 20:34:09,"Menurut saya fasilkom ti memiliki ruangan kuliah yang kurang bersih, lantai nya tidak layak, dan, toilet yang bau serta lab yang bisa dibilang kurang bersih karena banyak debunya. Sebagian matkul tidak dijelaskan secara baik dan rinci oleh dosen. Dosen juga sering terlambat masuk lebih dari 15 menit. Jaringan internet juga kurang bisa diandalkan. Proyektor serta kabel yang kadang sering bermasalah juga menghambat kegiatan kek aja. Mahasiswa yang bermasalah juga kadang tidak diperdulikan sehingga terkesan tidak baik",1
10/12/2022 20:36:07,"penilaian saya adalah fasilitas yang saya dapatkan cukup baik, ruang kelas juga nyaman dan bersih, untuk toilet juga bersih, namun sangat disayangkan fasilitas tempat ibadah yang minim, keandalan dosen dan staf baik, perlakuan pada mahasiswa kurang baik seperti bimbingan kepada dosen pembimbing akademik yang tidak dilaksanakan. pihak fakultas mengayomi mahasiswa dengan baik jika mengalama kendala dalam hal perkuliahan. sikap tanggap yang masih kurang dari fakultas dalam hal jika mahasiswa dalam mendapatkan keringanan dalam hal biaya. kepentingan terhadap mahasiswa yang baik",1
10/12/2022 20:38:19,"Menurut saya ruang kuliah sudah sangat memadai, karena pembagian jam kelasnya juga merata. Dosen dan staff juga selalu memberi kabar. Materi yang diterangkan oleh dosen sangat mudah dipahami. Saat mengurus berkas cepat ditanggapi dan keluhan mahasiswa ditampung. Apabila mahasiswa sedang kesulitan, mereka mau membantu. Fasilitas yang diberikan juga memadai, parkiran yang disediakan setidaknya sudah bisa menampung seluruh kendaraan mahasiswa. Fakultas juga membantu mahasiswa yang kekurangan dalam segi ekonomi. Fakultas juga menyediakan sarana untuk mengembangkan minat bakat mahasiswa ",5
10/12/2022 20:47:18,"Menurut saya,ruang kuliah di fasilkom TI nyaman,dingin hihi,bersih  jadi semangat untuk belajar
ruangan untuk solat yang bersih dan nyaman juga ruangannya ,laboratorium nya juga nyaman,aslab nya juga enak kali ngajak seru juga sama adek-adek,aslab terdebest la nya dan laboratorium juga layak untuk jadi tempat belajar tetapi ada beberapa lab yg stop kontaknya tidak nyala
untuk toilet juga bersi krna setiap hari juga dibersihkan,kok pagi” setelah dibersihkan wangi hihi
tapi jalan menuju toilet kok ud ujan basah
untuk dosen juga cukup jelas memberikan materi dan ada beberapa yang asik juga
walaupun ada beberapa yang secara tidak langsung meminta muridnya lebih banya untuk belajar mandiri
tapi emang itu la perbedaan dari menjadi pelajar dibandingkan dengan mahasiswa",3
10/12/2022 20:57:35,"Menurut saya reliability masih memiliki banyak kekurangan meskipun aspek ini sangat krusial untuk menjalani perkuliahan. Jadwal yang mendadak berubah, bahkan beberapa tanpa pemberitahuan, membuat mahasiswa yang contohnya, rumahnya jauh menjadi tidak bisa mengikuti perkuliahan. Lalu kelas yang harus diganti ditunda hingga menumpuk di akhir semester membuat kesibukan yang harus ditanggung mahasiswa. Belum lagi ada pembelajaran yang diadakan tengah malam di mana waktu itu tidak begitu efektif bagi mahasiswa.",1
10/12/2022 21:04:21,"Menurut pendapat saya, fasilkom ti memiliki fasilitas yang mumpuni mulai dari ruangan kelas bersih, alat dan prasarana yang baik, laboratorium layak pakai, jaringan internet yang kencang. Dosen pengajar juga melakukan tugasnya dengan baik, materi disampaikan secara rinci serta memerhatikan apakah mahasiswa dapat menerima dengan baik atau tidak. Materi yang disampaikan berguna bagi mahasiswa kedepannya. Fasilitas toilet juga bagus dan rutin dibersikan. Selain itu, tata usaha juga mau membamtu mahasiswa yang kesulitan atau bermasalah administrasi maupun data datanya",5
10/12/2022 21:09:42,"Untuk fasilitasnya sendiri, karena kita berhubungan dengan yang namanya teknologi pasti berkaitan erat dengan internet. Namun untuk fasilitas wifi di fasilkom sendiri sanagt amat kurang memadai dalam artian sangat lambat. Parking area juga becek dan tanahnya tidak padat. Spot tempat duduk yang kurang banyak. Mengenai dosen ada memang beberapa dosen yang tidak pada bidangnya sehingga kadang tidak bisa tersampaikan dengan jelas materi yang di diskusikan. Dibutuhkan tempat pembuangan bab untuk hewan seperti kucing. Karena terjadi beberapa kali ada kotoran kucing di dalam area fasilkom.",4
10/12/2022 21:26:42,"A.ruang kuliah nya nyaman bersih dan Dingin 
Lab nyaman dan keren 
toiletnya bersih dan nyamaan
Ruang Ibadah nya luas dan berrsihhh
B.sangat jelass
sangat bermanfaat dan membantu sekali 
Dosen disiplin 
lumayan memuaskan dan sangat membantu 
C. layanan terbaik dan cepat mudah  dalam berkas mahasiswa 
santunan nya sangat ramah dan sopan  dan mengharfgai satu sama lain 
bimbingan dosen dapat  sebagai  motivasi dan membantu  seluruh mahasiswa 
D. membantu mahasiswa dengan layanan yang baik bisa membantu satu sama lain
E. Sangat membantu dan memahami dalam kepentingan dan kesulitan mahasiswa 
",4
10/12/2022 21:34:29,"Menurut saya selama kuliah di fasilkom ti ,fasilitas kurng memadai termasuk musolla kemudia dosen dosen yang kadang suka membuat jadwal sendiri dan memaksa  harus ganti serta para staf yabg kurang ramah membuat kita segan untuk mengurus administrasi ,kemudian di fasilkom ini tempat parkir yang kurang luas sebenarnya ada tapi kurang gitu,kemudian pintu pintu  di fasilkom itu kenapa banyak ditutup  kenapa tidak dipergunakan untuk  mem percepat akses menurut saya si begitu,ruang lab yang tidak efektifitas termasuk alat lab",2
10/12/2022 21:36:43,"Saya rasa keadaan di fakultas lumayan buruk dikarenakan banyak mekiliki kekurangan yang membuat mahasiswanya kurang nyaman dalam proses pembelajaran. Contohnya adalah tempat ibadah yaitu mushola untuk laki laki yang tidak memadai hingga kami solat di fakultas sebelah yaitu masjid fakultas kedoktetan gigi. Selanjutnya ada toilet. Toilet yang terletak dilantai 1 memiliki aroma yang kurang sedap dikarenakan ada toilet yang susah disiram karena adanya keterbatasan ember mau pun air yang terkadang tidak ada. Hal ini dpaat membuat mahasiswa kurang nyaman dalam menyelesaikan hajatnya. Selanjutnya adalah dosen yang sering telat datang kekampus sehingga mahasiswa harus menunggu lama, tapi apabila mahasiswa yang terlambat ia tidak diperkenankan masuk ke dalam ruang kuliah",1
10/12/2022 21:37:47,"Fasilitas yang ada cukup bagus tp ada beberapa yang butuh dilengkapi, yaitu toilet (khususnya perempuan) untuk diperbaiki seperti westafel, lampu, dsb. Tidak ada kantin fakultas, sehingga para mahasiswa yg tidak membawa bekal harus membeli ke fkg utk makan siang. Tempat ibadah yang tidak disediakan (utk mahasiswa kristen biasanya ibadah ke kelas, gereja, gema, dsb. Utk mahasiswa islam biasanya ibadah di masjid fkg) Untuk keandalan dosen masih kurang: ada beberapa dosen yg ngajarnya asik, ada yg ngajar nya cmn membaca ppt, ada yg ga pake ppt samsek. ",1
10/12/2022 21:38:50,"Menurut saya, Ruang kuliah du fasilkom ti itu sudah memadai dengan di lengkapi pake ac dan alat pembelajaran yang memadai ,kemudian  sudah ada lab difasilitasi dengan komputer nya kemudian toilet nya bersih karna ada juga Cs yang mem bersihkan. Kemudian untuk perkuliahan juga menurur saya sangat efektif ditambah materi yang dibawakan tidak membosankan,para staff dan dosen yang ramah sehingga membuat saya senang dengan fasilkom ini ,fakultas sangat membantu mahasiswa nya untuk mengembangkan bakatnya baik dalam seni ,olahraga,skill lainnya",5
10/12/2022 21:45:52,"Terlihat kumuh, tidak terawat, banyak rongsokan yang ditumpuk, keramik banyak yang pecah, AC yang terkadang tidak berfungsi dengan baik, sekalinya berfungsi malah bocor, fasilitas seperti monitor lab tidak terharapkan, toilet yang gelap tidak pernah diberi lampu, tidak adanya sabun untuk cuci tangan, barang-barang yang berserak dibelakang membuat tidak nyaman, tidak enak untuk dilihat, kantin tidak ada harus pergi ke fakultas sebelah, kebersihan juga kurang di dalam gedung, karna kucing yang dibiarkan masuk seharusnya lebih ekstra perawatan nya, tempat sampah yang harusnya diposisikan diluar malah di dalam dan saat sudah bertumpuk dibiarkan begitu saja hingga waktunya pulang, padahal lebih baik jika tempat sampahnya selalu terlihat bersih terlebih lagi posisinya didalam",1
10/12/2022 21:52:28,"Fasilitas yang bagus yaitu laboratorium yang lengkap, kelas yang bersih, dan banyak tempat duduk di sekitar fakultas. Untuk dosen cukup memuaskan karna banyak dosen yg ngajar nya mudah di mengerti. Perlakuan ke mahasiswa cukup memuaskan: karena data mahasiswa kita akan diberitakan sebelumnya. Fakultas selalu memberikan info-info mengenai event/seminar tentang ilmu komputer untuk menanambah wawasan kita. Fakultas juga selalu mengutamakan kegiatan-kegiatan yang menambah wawasan serta nilai akademik kita, mahasiswa ",4
10/12/2022 21:56:36,"Fasilitas di Fakultas Ilmu Komputer dan Teknologi Informasi yang saya dapatkan masih kurang memuaskan bagi saya. Dari segi kebersihan, saya rasa masih kurang, seperti di toilet. Kadang juga ada hewan peliharaan seperti kucing yang berkeliaran dan membuat kebersihan kurang maksimal. Fasilitas yang ada di toilet juga ada beberapa yang tidak dapat digunakan dengan baik. Begitupun di dalam ruangan kuliah, seperti proyektor yang kadang bermasalah. Pelayanan staf yang kurang ramah, membuat mahasiswa yang ingin mengurus berkas penting jadi agak takut. Kadang-kadang untuk masuk kelas juga dosennya hadir tidak tepat waktu. ",2
10/12/2022 22:01:41,"fasilitas dikampus masih tetap kurang tidak ada kemajuan, kuliatas komputer yg digunakan di lab juga tidak terlalu bagus. terdapat masi banyak kekurangan dan tidak dalam ekspektasi. perlakuan kepada mahasiswa juga masi kurang. semoga kedepannya lebih bagus lagi. masih banyak yang harus dikembangkan lagi melihat bahwa fasilkom ti termasuk salah satu dari jurusan favorit di universitas sumatera utara. banyak yang diharapkan siswa untuk fasilkom ti agar lebih berkembang kedepannya. fisik kampus juga terlihat masi ada kekurangan. ",2
10/12/2022 22:01:57,"Halo saya merupakan salah satu mahasiswa, Fasilkom TI sangat bagus dan enak di pakai, ini merupakan fakultas ilmu komputer dan twknologi informiasi, aku suka dengan ruang kelasnya, can ada kekurqngan di kebersihannya. Ruang Toilet juga bagus, dosennya menarik, mahasiswanya ramah, dan mahasiswa di sini saling membantu satu sama lain, jadi kesimpulannya ini merupakan fakuktas yang layak dipakai, banyak mahasiswa yang ingin masuk le fakultas ilmu komputer dan twknologoi informasi, terima kasih atas waktunya",4
10/12/2022 22:03:54,"Bagi saya sendiri, fasilitas dan pelayanan yang saya dapatkan di Fasilkom-TI ini cukup memuaskan. Mulai dari ruangan kuliah yang cukup luas, adanya AC, serta proyektor yang mendukung proses pembelajaran sehingga berjalan sesuai dengan yang diharapkan. Petugas kebersihan juga ramah dan melakukan yang menjadi tugasnya setiap hari. Pelayanan dari staf akademik juga baik. Dosen yang mengajar di setiap mata kuliah juga menyampaikan materi dengan cukup baik. Tersedia juga laboratorium yang menjadi tempat mahasiswa untuk menyelesaikan mata kuliah yang membutuhkannya.",5
10/12/2022 22:05:01,"Fasilitas yang diberikan fakultas kurang memadai menurut saya, di toilet gedung D lantai 1 lampu tidak menyala, yang menyala hanya 1 dan juga toiletnya tidak begitu bersih, kedua  ada beberapa ruangan laboratorium yang berdebu dan terlihat tidak terawat, wifi tidak berjalan lancar padahal kami sangat butuh saat ada laboratorium. Keadaan dosen dan staff akademik sudah baik, tetapi ada beberapa dosen yang tidak memberikan modul pelajaran kepada mahasiswa nya. Perlakuan terhadap mahasiswa juga sudah baik. Sikap tanggap sudah baik. Pemahaman terhadap kepentingan mahasiswa juga sudak baik",3
